antenna_id,Coordonnée_Antenne_X,Coordonnée_Antenne_Y
466,12.75,41.718
467,12.75,41.618
468,12.75,41.518
469,12.75,41.418
470,12.8,42.418
471,12.8,42.318
472,12.8,42.218
473,12.8,42.118
474,12.8,42.018
475,12.8,41.918
476,12.8,41.818
477,12.8,41.718
478,12.8,41.618
479,12.8,41.518
480,12.8,41.418
481,12.85,42.418
482,12.85,42.318
483,12.85,42.218
484,12.85,42.118
485,12.85,42.018
486,12.85,41.918
487,12.85,41.818
488,12.85,41.718
489,12.85,41.618
490,12.85,41.518
491,12.85,41.418
492,12.9,42.418
493,12.9,42.318
494,12.9,42.218
495,12.9,42.118
496,12.9,42.018
497,12.9,41.918
498,12.9,41.818
499,12.9,41.718
500,12.9,41.618
501,12.9,41.518
502,12.9,41.418
503,12.95,42.418
504,12.95,42.318
505,12.95,42.218
506,12.95,42.118
507,12.95,42.018
508,12.95,41.918
509,12.95,41.818
510,12.95,41.718
511,12.95,41.618
512,12.95,41.518
513,12.95,41.418
514,13.0,42.418
515,13.0,42.318
516,13.0,42.218
517,13.0,42.118
518,13.0,42.018
519,13.0,41.918
520,13.0,41.818
521,13.0,41.718
522,13.0,41.618
523,13.0,41.518
524,13.0,41.418
525,13.05,42.418
526,13.05,42.318
527,13.05,42.218
528,13.05,42.118
529,13.05,42.018
530,13.05,41.918
531,13.05,41.818
532,13.05,41.718
533,13.05,41.618
534,13.05,41.518
535,13.05,41.418
536,13.1,42.418
537,13.1,42.318
538,13.1,42.218
539,13.1,42.118
540,13.1,42.018
541,13.1,41.918
542,13.1,41.818
543,13.1,41.718
544,13.1,41.618
545,13.1,41.518
546,13.1,41.418
547,13.15,42.418
548,13.15,42.318
549,13.15,42.218
550,13.15,42.118
551,13.15,42.018
552,13.15,41.918
553,13.15,41.818
554,13.15,41.718
555,13.15,41.618
556,13.15,41.518
557,13.15,41.418
