antenna_id,Coordonnée_Antenne_X,Coordonnée_Antenne_Y
301,12.575,41.825
302,12.625,41.825
303,12.675,41.825
304,12.725,41.825
305,12.775,41.825
306,12.825,41.825
307,12.875,41.825
308,12.925,41.825
309,12.975,41.825
310,13.025,41.825
311,13.075,41.825
312,13.125,41.825
313,11.875,41.775
314,11.925,41.775
315,11.975,41.775
316,12.025,41.775
317,12.075,41.775
318,12.125,41.775
319,12.175,41.775
320,12.225,41.775
321,12.275,41.775
322,12.325,41.775
323,12.375,41.775
324,12.425,41.775
325,12.475,41.775
326,12.525,41.775
327,12.575,41.775
328,12.625,41.775
329,12.675,41.775
330,12.725,41.775
331,12.775,41.775
332,12.825,41.775
333,12.875,41.775
334,12.925,41.775
335,12.975,41.775
336,13.025,41.775
337,13.075,41.775
338,13.125,41.775
339,11.875,41.725
340,11.925,41.725
341,11.975,41.725
342,12.025,41.725
343,12.075,41.725
344,12.125,41.725
345,12.175,41.725
346,12.225,41.725
347,12.275,41.725
348,12.325,41.725
349,12.375,41.725
350,12.425,41.725
351,12.475,41.725
352,12.525,41.725
353,12.575,41.725
354,12.625,41.725
355,12.675,41.725
356,12.725,41.725
357,12.775,41.725
358,12.825,41.725
359,12.875,41.725
360,12.925,41.725
361,12.975,41.725
362,13.025,41.725
363,13.075,41.725
364,13.125,41.725
365,11.875,41.675
366,11.925,41.675
367,11.975,41.675
368,12.025,41.675
369,12.075,41.675
370,12.125,41.675
371,12.175,41.675
372,12.225,41.675
373,12.275,41.675
374,12.325,41.675
375,12.375,41.675
376,12.425,41.675
377,12.475,41.675
378,12.525,41.675
379,12.575,41.675
380,12.625,41.675
381,12.675,41.675
382,12.725,41.675
383,12.775,41.675
384,12.825,41.675
385,12.875,41.675
386,12.925,41.675
387,12.975,41.675
388,13.025,41.675
389,13.075,41.675
390,13.125,41.675
391,11.875,41.625
392,11.925,41.625
393,11.975,41.625
394,12.025,41.625
395,12.075,41.625
396,12.125,41.625
397,12.175,41.625
398,12.225,41.625
399,12.275,41.625
400,12.325,41.625
401,12.375,41.625
402,12.425,41.625
403,12.475,41.625
404,12.525,41.625
405,12.575,41.625
406,12.625,41.625
407,12.675,41.625
408,12.725,41.625
409,12.775,41.625
410,12.825,41.625
411,12.875,41.625
412,12.925,41.625
413,12.975,41.625
414,13.025,41.625
415,13.075,41.625
416,13.125,41.625
417,11.875,41.575
418,11.925,41.575
419,11.975,41.575
420,12.025,41.575
421,12.075,41.575
422,12.125,41.575
423,12.175,41.575
424,12.225,41.575
425,12.275,41.575
426,12.325,41.575
427,12.375,41.575
428,12.425,41.575
429,12.475,41.575
430,12.525,41.575
431,12.575,41.575
432,12.625,41.575
433,12.675,41.575
434,12.725,41.575
435,12.775,41.575
436,12.825,41.575
437,12.875,41.575
438,12.925,41.575
439,12.975,41.575
440,13.025,41.575
441,13.075,41.575
442,13.125,41.575
443,11.875,41.525
444,11.925,41.525
445,11.975,41.525
446,12.025,41.525
447,12.075,41.525
448,12.125,41.525
449,12.175,41.525
450,12.225,41.525
451,12.275,41.525
452,12.325,41.525
453,12.375,41.525
454,12.425,41.525
455,12.475,41.525
456,12.525,41.525
457,12.575,41.525
458,12.625,41.525
459,12.675,41.525
460,12.725,41.525
461,12.775,41.525
462,12.825,41.525
463,12.875,41.525
464,12.925,41.525
465,12.975,41.525
466,13.025,41.525
467,13.075,41.525
468,13.125,41.525
469,11.875,41.475
470,11.925,41.475
471,11.975,41.475
472,12.025,41.475
473,12.075,41.475
474,12.125,41.475
475,12.175,41.475
476,12.225,41.475
477,12.275,41.475
478,12.325,41.475
479,12.375,41.475
480,12.425,41.475
481,12.475,41.475
482,12.525,41.475
483,12.575,41.475
484,12.625,41.475
485,12.675,41.475
486,12.725,41.475
487,12.775,41.475
488,12.825,41.475
489,12.875,41.475
490,12.925,41.475
491,12.975,41.475
492,13.025,41.475
493,13.075,41.475
494,13.125,41.475
495,11.875,41.425
496,11.925,41.425
497,11.975,41.425
498,12.025,41.425
499,12.075,41.425
500,12.125,41.425
501,12.175,41.425
502,12.225,41.425
503,12.275,41.425
504,12.325,41.425
505,12.375,41.425
506,12.425,41.425
507,12.475,41.425
508,12.525,41.425
509,12.575,41.425
510,12.625,41.425
511,12.675,41.425
512,12.725,41.425
513,12.775,41.425
514,12.825,41.425
515,12.875,41.425
516,12.925,41.425
517,12.975,41.425
518,13.025,41.425
519,13.075,41.425
520,13.125,41.425
